family,arm,level,sweepId,rootSeed,cellIndex,replicateIndex,runSeed,strategy,status,terminalReason,ticksRun,referenceNodesKnown,referenceNodesGained,referenceNodesGainedFinalQuarter,referenceLibraryDepth,referenceGrimoires,referenceKnowledgeInstances,referenceLivingMages,referencePopulation,referencePopulationChange,referencePeakPopulation
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,65,3518636385,archivist,truncated,0,2400,26,25,0,0,0,3509,2739,11053,10981,11053
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,66,1878104850,portal-rush,stagnated,3,608,29,28,-3,0,0,146,23,339,267,339
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,67,237573315,worship-maximizer,stagnated,3,629,28,27,0,0,0,136,16,245,173,247
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,68,2892009076,idle-then-declare,truncated,0,2400,25,24,1,0,0,456,52,17338,17266,17338
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,69,1251477541,permit-then-idle,truncated,0,2400,22,21,-1,0,0,541,67,17531,17459,17531
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,70,3905913302,passive-control,truncated,0,2400,29,28,0,0,0,529,71,18341,18269,18341
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,71,2265381767,uniform-random-legal,truncated,0,2400,30,29,0,0,0,2426,433,25343,25271,25343
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,72,624850232,permissive-breadth,stagnated,3,551,25,24,0,0,0,146,16,202,130,202
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,73,3279285993,narrow-depth,truncated,0,2400,3,2,0,0,0,100,72,17443,17371,17443
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,74,1638754458,denial-warden,truncated,0,2400,0,-1,0,0,0,0,75,18601,18529,18601
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,75,4293190219,archivist,truncated,0,2400,32,31,-1,0,0,3318,2677,14562,14490,14562
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,76,2652658684,portal-rush,truncated,0,2400,24,23,0,0,0,472,64,17756,17684,17756
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,77,1012127149,worship-maximizer,truncated,0,2400,26,25,-1,0,0,529,72,18390,18318,18390
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,78,3666562910,idle-then-declare,truncated,0,2400,28,27,-1,0,0,557,63,17913,17841,17913
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,79,2026031375,permit-then-idle,truncated,0,2400,23,22,-2,0,0,590,80,17680,17608,17680
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,80,385499840,passive-control,truncated,0,2400,25,24,0,0,0,604,71,18016,17944,18016
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,81,3039935601,uniform-random-legal,truncated,0,2400,32,31,-1,0,0,2123,319,24041,23969,24041
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,82,1399404066,permissive-breadth,stagnated,3,530,21,20,0,0,0,109,13,237,165,237
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,83,4053839827,narrow-depth,stagnated,3,513,3,2,0,0,0,33,19,287,215,287
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,84,2413308292,denial-warden,stagnated,3,506,0,-1,0,0,0,0,22,243,171,243
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,85,772776757,archivist,truncated,0,2400,29,28,0,0,0,3403,4031,16858,16786,16858
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,86,3427212518,portal-rush,stagnated,3,609,28,27,0,0,0,87,15,310,238,310
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,87,1786680983,worship-maximizer,stagnated,3,582,27,26,0,0,0,133,17,239,167,239
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,88,146149448,idle-then-declare,truncated,0,2400,27,26,-3,0,0,436,64,17383,17311,17383
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,89,2800585209,permit-then-idle,stagnated,3,531,22,21,0,0,0,149,21,223,151,223
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,90,1160053674,passive-control,truncated,0,2400,31,30,0,0,0,517,72,18074,18002,18074
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,91,3814489435,uniform-random-legal,truncated,0,2400,23,22,-1,0,0,2063,421,25418,25346,25418
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,92,2173957900,permissive-breadth,truncated,0,2400,22,21,-4,0,0,529,66,17925,17853,17925
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,93,533426365,narrow-depth,stagnated,3,513,3,2,0,0,0,27,22,267,195,267
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,94,3187862126,denial-warden,truncated,0,2400,0,-1,0,0,0,0,78,17681,17609,17681
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,95,1547330591,archivist,truncated,0,2400,31,30,0,0,0,4453,3033,14705,14633,14705
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,96,4201766352,portal-rush,truncated,0,2400,24,23,1,0,0,662,80,17960,17888,17960
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,97,2561234817,worship-maximizer,stagnated,3,607,30,29,0,0,0,184,23,299,227,299
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,98,920703282,idle-then-declare,truncated,0,2400,30,29,0,0,0,661,80,18888,18816,18888
tradition,art-of-memory,art-of-memory,integration-r2-v1,20260811,0,99,3575139043,permit-then-idle,truncated,0,2400,22,21,-2,0,0,480,67,17854,17782,17854
